,zona,area_quartos,enderecos_lista,aluguel
46,leste,80 m² construídos2 quartos,"Rua Cavalcante De Albuquerque 0, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.050
47,leste,120 m² construídos2 quartos,"Rua Alberto Flores 0, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.300
0,leste,80 m² construídos2 quartos,"Avenida Dr. Pereira Vergueiro 0, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.400
1,leste,95 m² construídos2 quartos,"Rua Vuarame 0, Jardim Santa Maria, São Paulo Zona Leste, São Paulo",1.300
2,leste,70 m² construídos1 quarto,"Rua São Vitório 0, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.100
3,leste,100 m² construídos,"Rua João Vieira Prioste, Vila Carrão, São Paulo Zona Leste, São Paulo",2.500
4,leste,175 m² construídos1 quarto,"Chácara Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",1.300
5,leste,106 m² construídos2 quartos,"Vila Carolina, São Paulo Zona Leste, São Paulo",4.500
6,leste,142 m² construídos3 quartos,"Rua Santa Teresa Do Bonito, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",2.300
7,leste,220 m² construídos,"Vila Carolina, São Paulo Zona Leste, São Paulo",22.000
8,leste,100 m² construídos3 quartos,"Avenida Dr. Pereira Vergueiro 0, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.500
9,leste,78 m² construídos2 quartos,"Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",1.600
10,leste,300 m² construídos2 quartos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",8.000
11,leste,130 m² construídos2 quartos,"Rua Da Ordem, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",2.200
12,leste,40 m² construídos1 quarto,"Rua Madre Luisa Dos Anjos 0, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.000
13,leste,45 m² construídos1 quarto,"Tauá 288, Jardim Nordeste, São Paulo Zona Leste, São Paulo",750
14,leste,300 m² construídos3 quartos,"Cidade Patriarca, São Paulo Zona Leste, São Paulo",2.700
15,leste,90 m² construídos3 quartos,"Vila Nova Savoia, São Paulo Zona Leste, São Paulo",2.000
16,leste,140 m² construídos2 quartos,"Vila Talarico, São Paulo Zona Leste, São Paulo",1.900
17,leste,40 m² construídos1 quarto,"Vila Matilde, São Paulo Zona Leste, São Paulo",550
18,leste,50 m² construídos1 quarto,"Jardim Maringá, São Paulo Zona Leste, São Paulo",900
19,leste,60 m² construídos2 quartos,"Vila Granada, São Paulo Zona Leste, São Paulo",1.200
20,leste,60 m² construídos2 quartos,"Joaquim Alves Diniz 591, Vila São Francisco (capital Zona Leste), São Paulo Zona Leste, São Paulo",1.300
21,leste,25 m² construídos1 quarto,"Rua Gregório Souza, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",585
22,leste,29 m² construídos1 quarto,"Rua Paulo De Veras 202, Jardim Nossa Senhora Do Carmo, São Paulo Zona Leste, São Paulo",500
23,leste,50 m² construídos2 quartos,"Vila Prudente, São Paulo Zona Leste, São Paulo",650
24,leste,52 m² totais1 quarto,"Ursa Maior, Cidade Satélite Santa Bárbara, São Paulo Zona Leste, São Paulo",400
25,leste,95 m² construídos2 quartos,"Vila Rui Barbosa, São Paulo Zona Leste, São Paulo",1.500
26,leste,45 m² construídos1 quarto,"Av Cangaiba, 3500, Vila Araguaia, São Paulo Zona Leste, São Paulo",650
27,leste,180 m² construídos3 quartos,"Vila Carrao, Vila Carrão, São Paulo Zona Leste, São Paulo",2.500
28,leste,999 m² construídos2 quartos,"Rua Alberto Ramos, 1004, Jardim Independencia, São Paulo Zona Leste, São Paulo",1.110
29,leste,70 m² construídos2 quartos,"Cidade Líder, São Paulo Zona Leste, São Paulo",1.000
30,leste,200 m² construídos4 quartos,"Cidade São Mateus, São Paulo Zona Leste, São Paulo",1.650
31,leste,125 m² construídos3 quartos,"Avenida Mário Alves, Jardim Pedro José Nunes, São Paulo Zona Leste, São Paulo",1.800
32,leste,24 m² construídos1 quarto,"Chácara Belenzinho, São Paulo Zona Leste, São Paulo",900
33,leste,60 m² construídos2 quartos,"Rua Filipe Galvão, Vila Granada, São Paulo Zona Leste, São Paulo",1.450
34,leste,50 m² construídos1 quarto,"Rua Bernardo De Lima, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",550
35,leste,40 m² construídos1 quarto,"Jardim Tietê, São Paulo Zona Leste, São Paulo",900
36,leste,36 m² construídos1 quarto,"Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",650
37,leste,90 m² construídos2 quartos,"Rua Antônio Sampaio Ferraz, Cidade Patriarca, São Paulo Zona Leste, São Paulo",1.580
38,leste,40 m² construídos1 quarto,"Vila Alpina, São Paulo Zona Leste, São Paulo",810
39,leste,999 m² construídos2 quartos,"Vila Alpina, São Paulo Zona Leste, São Paulo",1.400
40,leste,250 m² construídos3 quartos,"Fazenda Da Juta, São Paulo Zona Leste, São Paulo",1.700
41,leste,50 m² construídos2 quartos,"Vila Ema, São Paulo Zona Leste, São Paulo",1.800
42,leste,125 m² construídos2 quartos,"Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1.750
43,leste,70 m² construídos2 quartos,"Rua Estado Do Rio Grande Do Norte, Jardim Imperador (zona Leste), São Paulo Zona Leste, São Paulo",900
44,leste,70 m² construídos1 quarto,"Vila Alpina, São Paulo Zona Leste, São Paulo",1.010
45,leste,60 m² construídos1 quarto,"Rua Dr. Vicente Giacaglini, 663, Jardim Nova Conquista, São Paulo Zona Leste, São Paulo",1.010
46,leste,72 m² construídos2 quartos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.450
47,leste,180 m² construídos3 quartos,"Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",2.800
0,leste,220 m² construídos4 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4.500
1,leste,45 m² construídos2 quartos,"Jardim Marilia, Jardim Marília, São Paulo Zona Leste, São Paulo",1.200
2,leste,130 m² construídos3 quartos,"Vila Carrão, São Paulo Zona Leste, São Paulo",2.200
3,leste,50 m² totais1 quarto,"Rua Sinfonias Do Ocaso, Jardim Paraguaçu, São Paulo Zona Leste, São Paulo",1.300
4,leste,90 m² construídos2 quartos,"Vila Azevedo, São Paulo Zona Leste, São Paulo",2.350
5,leste,120 m² construídos2 quartos,"Jardim Nova Conquista, São Paulo Zona Leste, São Paulo",1.000
6,leste,100 m² construídos3 quartos,"Vila Margarida, São Paulo Zona Leste, São Paulo",1.400
7,leste,100 m² totais2 quartos,"Parque Savoy City, São Paulo Zona Leste, São Paulo",1.600
8,leste,346 m² construídos4 quartos,"Itaquera, São Paulo Zona Leste, São Paulo",8.000
9,leste,70 m² construídos2 quartos,"Itaquera, São Paulo Zona Leste, São Paulo",1.500
10,leste,100 m² construídos2 quartos,"Vila Formosa, São Paulo Zona Leste, São Paulo",1.300
11,leste,77 m² construídos2 quartos,"Rua Paramu, 582, Jardim Nova Conquista, São Paulo Zona Leste, São Paulo",2.300
12,leste,999 m² construídos4 quartos,"Vila Santa Clara, São Paulo Zona Leste, São Paulo",2.500
13,leste,999 m² construídos2 quartos,"Vila Alpina, São Paulo Zona Leste, São Paulo",990
14,leste,62 m² construídos1 quarto,"Parque Boa Esperança, São Paulo Zona Leste, São Paulo",800
15,leste,60 m² construídos2 quartos,"Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.650
16,leste,176 m² construídos3 quartos,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",3.000
17,leste,70 m² construídos2 quartos,"Rua Atucuri, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",2.200
18,leste,130 m² construídos3 quartos,"Rua Carnaíba, Vila Diva (zona Leste), São Paulo Zona Leste, São Paulo",2.500
19,leste,78 m² construídos2 quartos,"Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",1.650
20,leste,150 m² construídos2 quartos,"Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3.500
21,leste,120 m² construídos2 quartos,"Engenheiro Goulart, São Paulo Zona Leste, São Paulo",2.300
22,leste,68 m² construídos2 quartos,"Vila Re, Vila Ré, São Paulo Zona Leste, São Paulo",1.900
23,leste,35 m² totais1 quarto,"Rua Dario Costa Mattos, Parque Boturussu, São Paulo Zona Leste, São Paulo",900
24,leste,999 m² construídos2 quartos,"Rua Rosália Sandoval, 65, Parque São Lucas, São Paulo Zona Leste, São Paulo",2.800
25,leste,359 m² construídos6 quartos,"Rua Vicente Franco Ribeiro, Jardim São Carlos (zona Leste), São Paulo Zona Leste, São Paulo",4.000
26,leste,60 m² construídos2 quartos,"Vila Califórnia, São Paulo Zona Leste, São Paulo",1.510
27,leste,70 m² construídos2 quartos,"Rua Abelardo Luz, Itaquera, São Paulo Zona Leste, São Paulo",1.500
28,leste,75 m² construídos2 quartos,"Jardim Fernandes, São Paulo Zona Leste, São Paulo",1.000
29,leste,85 m² construídos2 quartos,"Jardim Nova Conquista, São Paulo Zona Leste, São Paulo",1.610
30,leste,370 m² construídos4 quartos,"Rua Fontoura Xavier, Itaquera, São Paulo Zona Leste, São Paulo",8.000
31,leste,80 m² construídos2 quartos,"Vila Alpina, São Paulo Zona Leste, São Paulo",1.710
32,leste,112 m² construídos3 quartos,"Rua  Toledo Barbosa, Belenzinho, São Paulo Zona Leste, São Paulo",3.000
33,leste,999 m² construídos1 quarto,"Rua Iguará, 596, Vila Alpina, São Paulo Zona Leste, São Paulo",850
34,leste,70 m² construídos2 quartos,"Itaquera, Itaquera, São Paulo Zona Leste, São Paulo",1.500
35,leste,60 m² construídos1 quarto,"Vila Macedópolis, São Paulo Zona Leste, São Paulo",1.110
36,leste,3 quartos,"Nao Informado, Cidade Antônio Estevão De Carvalho, São Paulo Zona Leste, São Paulo",1.800
37,leste,80 m² construídos2 quartos,"Rua Fontoura Xavier, Itaquera, São Paulo Zona Leste, São Paulo",1.800
38,leste,58 m² construídos2 quartos,"Itaquera, São Paulo Zona Leste, São Paulo",1.350
39,leste,120 m² construídos3 quartos,"Rua Sinanduva, 150, Vila Marieta, São Paulo Zona Leste, São Paulo",2.500
40,leste,68 m² construídos2 quartos,"Vila Re, Vila Ré, São Paulo Zona Leste, São Paulo",1.900
41,leste,60 m² construídos2 quartos,"Vila Progresso (zona Leste), São Paulo Zona Leste, São Paulo",1.200
42,leste,180 m² construídos3 quartos,"Jardim Avelino, São Paulo Zona Leste, São Paulo",2.010
43,leste,500 m² construídos6 quartos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",8.000
44,leste,480 m² construídos4 quartos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",7.500
45,leste,120 m² construídos2 quartos,"Cidade Líder, São Paulo Zona Leste, São Paulo",1.650
46,leste,2 quartos,"Cidade Patriarca, São Paulo Zona Leste, São Paulo",1.800
47,leste,50 m² construídos1 quarto,"Moóca, São Paulo Zona Leste, São Paulo",1.210
0,leste,143 m² construídos3 quartos,"Vila Granada, São Paulo Zona Leste, São Paulo",1.900
1,leste,160 m² construídos3 quartos,"Professor Pedreira De Freitas, Tatuapé, São Paulo Zona Leste, São Paulo",3.500
2,leste,999 m² construídos1 quarto,"Rua Padre Raimundo Da Silva, 175, Vila Califórnia, São Paulo Zona Leste, São Paulo",1.110
3,leste,999 m² construídos1 quarto,"Parque Tomas Saraiva, São Paulo Zona Leste, São Paulo",860
4,leste,240 m² construídos3 quartos,"Av Álvaro Ramos, Belenzinho, São Paulo Zona Leste, São Paulo",4.500
5,leste,250 m² construídos4 quartos,"Rua Mário Magalhães, Jardim Cotiana, São Paulo Zona Leste, São Paulo",2.500
6,leste,70 m² construídos2 quartos,"Itaquera - São Paulo/sp, Itaquera, São Paulo Zona Leste, São Paulo",1.500
7,leste,56 m² construídos1 quarto,"Jorge Bittar, Vila Formosa, São Paulo Zona Leste, São Paulo",1.250
8,leste,100 m² construídos3 quartos,"R Astarte, Vila Carrão, São Paulo Zona Leste, São Paulo",2.200
9,leste,500 m² construídos3 quartos,"Elisiario, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",5.990
10,leste,250 m² construídos3 quartos,"R Almirante Calheiros, Tatuapé, São Paulo Zona Leste, São Paulo",4.000
11,leste,70 m² construídos,"Vila Lucia, São Paulo Zona Leste, São Paulo",2.000
12,leste,320 m² construídos3 quartos,"Alvaro Ramos, Belenzinho, São Paulo Zona Leste, São Paulo",4.500
13,leste,90 m² construídos3 quartos,"R Doutor Assis Ribeiro, Engenheiro Goulart, São Paulo Zona Leste, São Paulo",2.400
14,leste,70 m² construídos2 quartos,"Abelardo Luz, Itaquera, São Paulo Zona Leste, São Paulo",1.500
15,leste,98 m² construídos3 quartos,"Edna Romanini, Vila Carrão, São Paulo Zona Leste, São Paulo",3.500
16,leste,200 m² construídos3 quartos,"Terra Roxa, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",2.800
17,leste,150 m² construídos2 quartos,"R Barão Do Serro Largo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.500
18,leste,2 quartos,"Rua General Argolo, 707, Vila Invernada, São Paulo Zona Leste, São Paulo",1.500
19,leste,100 m² construídos2 quartos,"R Ana De Proença, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.800
20,leste,230 m² construídos3 quartos,"Acaju, Jardim Têxtil, São Paulo Zona Leste, São Paulo",3.500
21,leste,2 quartos,"Avenida Líder, Itaquera, São Paulo Zona Leste, São Paulo",2.500
22,leste,45 m² construídos1 quarto,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",800
23,leste,468 m² construídos,"R Arapaçu, Vila Formosa, São Paulo Zona Leste, São Paulo",12.000
24,leste,468 m² construídos,"R Arapaçu, Vila Formosa, São Paulo Zona Leste, São Paulo",12.000
25,leste,320 m² construídos3 quartos,"Alvaro Ramos, Belenzinho, São Paulo Zona Leste, São Paulo",4.500
26,leste,80 m² construídos2 quartos,"Moóca, São Paulo Zona Leste, São Paulo",2.100
27,leste,251 m² construídos3 quartos,"R Pretória, Vila Formosa, São Paulo Zona Leste, São Paulo",4.000
28,leste,200 m² construídos3 quartos,"R Valentina Piva, Penha De Franca, São Paulo Zona Leste, São Paulo",4.000
29,leste,70 m² construídos2 quartos,"Coqueta, Vila Ré, São Paulo Zona Leste, São Paulo",1.900
30,leste,598 m² construídos4 quartos,"Angoera, Jardim Têxtil, São Paulo Zona Leste, São Paulo",18.000
31,leste,150 m² construídos2 quartos,"Acuruí, Vila Formosa, São Paulo Zona Leste, São Paulo",2.500
32,leste,70 m² construídos2 quartos,"Itaquera, Itaquera, São Paulo Zona Leste, São Paulo",1.500
33,leste,50 m² construídos2 quartos,"Jardim Triana, São Paulo Zona Leste, São Paulo",1.000
34,leste,80 m² construídos1 quarto,"Cidade Satélite Santa Bárbara, São Paulo Zona Leste, São Paulo",1.000
35,leste,62 m² construídos2 quartos,"Avenida Líder, Cidade Líder, São Paulo Zona Leste, São Paulo",2.500
36,leste,120 m² construídos3 quartos,"Rua  Toledo Barbosa, Belenzinho, São Paulo Zona Leste, São Paulo",5.800
37,leste,100 m² construídos2 quartos,"Vila Califórnia, São Paulo Zona Leste, São Paulo",1.160
38,leste,50 m² construídos1 quarto,"Rua Dr. Jose Cassio Soares, 190, Parque São Lucas, São Paulo Zona Leste, São Paulo",860
39,leste,130 m² construídos3 quartos,"Vila Esperança, São Paulo Zona Leste, São Paulo",1.950
40,leste,55 m² totais2 quartos,"Vila Curuça, São Paulo Zona Leste, São Paulo",1.700
41,leste,50 m² construídos1 quarto,"Cidade Líder, São Paulo Zona Leste, São Paulo",950
42,leste,80 m² totais2 quartos,"Moóca, São Paulo Zona Leste, São Paulo",1.750
43,leste,60 m² construídos1 quarto,"Amarais, Vila Carrão, São Paulo Zona Leste, São Paulo",1.300
44,leste,105 m² construídos2 quartos,"Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1.550
45,leste,999 m² construídos1 quarto,"Rua Das Verbenas, 62, Jardim Nova Conquista, São Paulo Zona Leste, São Paulo",1.110
46,leste,306 m² construídos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",4.990
47,leste,50 m² construídos2 quartos,"Rua Palma Sola, Itaquera, São Paulo Zona Leste, São Paulo",1.150
0,leste,50 m² construídos2 quartos,"Vila Rio Branco, São Paulo Zona Leste, São Paulo",900
1,leste,50 m² totais1 quarto,"Rua Frei Inocêncio, Jardim São Gabriel, São Paulo Zona Leste, São Paulo",750
2,leste,60 m² construídos1 quarto,"Vila Zelina, São Paulo Zona Leste, São Paulo",850
3,leste,2 quartos,"Jardim Alto Paulistano, São Paulo Zona Leste, São Paulo",2.000
4,leste,80 m² construídos3 quartos,"Rua Lituânia, 685, Moóca, São Paulo Zona Leste, São Paulo",1.570
5,leste,45 m² construídos1 quarto,"Parque Boa Esperança, São Paulo Zona Leste, São Paulo",500
6,leste,1 quarto,"Francisco Tranchesi, Parque Do Carmo, São Paulo Zona Leste, São Paulo",900
7,leste,22 m² construídos1 quarto,"Chácara Belenzinho, São Paulo Zona Leste, São Paulo",900
8,leste,80 m² construídos2 quartos,"Vila Ré, São Paulo Zona Leste, São Paulo",1.300
9,leste,50 m² construídos1 quarto,"Rua Santo Perussi, Vila Carrão, São Paulo Zona Leste, São Paulo",880
10,leste,130 m² construídos3 quartos,"Rua Doutor Rone Amorim, 114, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",3.500
11,leste,70 m² construídos1 quarto,"Vila Zelina, São Paulo Zona Leste, São Paulo",900
12,leste,60 m² construídos1 quarto,"Vila Califórnia, São Paulo Zona Leste, São Paulo",810
13,leste,999 m² construídos1 quarto,"Vila Alpina, São Paulo Zona Leste, São Paulo",910
14,leste,130 m² construídos3 quartos,"Vila Invernada, São Paulo Zona Leste, São Paulo",1.950
15,leste,80 m² totais2 quartos,"Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",1.400
16,leste,4 quartos,"Inah, Itaquera, São Paulo Zona Leste, São Paulo",2.000
17,leste,50 m² construídos1 quarto,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",650
18,leste,70 m² totais2 quartos,"Tupã, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1.700
19,leste,150 m² construídos3 quartos,"Vila Formosa, Vila Formosa, São Paulo Zona Leste, São Paulo",1.800
20,leste,74 m² construídos2 quartos,"Vila Santa Clara, São Paulo Zona Leste, São Paulo",1.300
21,leste,180 m² construídos1 quarto,"Antônio De Barros, Tatuapé, São Paulo Zona Leste, São Paulo",3.000
22,leste,58 m² construídos2 quartos,"Penha, São Paulo Zona Leste, São Paulo",1.500
23,leste,45 m² construídos1 quarto,"Vila Rui Barbosa, São Paulo Zona Leste, São Paulo",900
24,leste,420 m² construídos3 quartos,"Jardim Nossa Senhora Do Carmo, São Paulo Zona Leste, São Paulo",5.000
25,leste,50 m² construídos1 quarto,"Vila Alpina, São Paulo Zona Leste, São Paulo",710
26,leste,40 m² construídos1 quarto,"Rua Felisberto Augusto De Oliveira, Jardim São José (são Mateus), São Paulo Zona Leste, São Paulo",550
27,leste,47 m² totais1 quarto,"Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",750
28,leste,20 m² construídos1 quarto,"Vila Alpina, São Paulo Zona Leste, São Paulo",810
29,leste,1 quarto,"Nao Informado, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",780
30,leste,10 m² construídos1 quarto,"Rua Brazópolis, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",850
31,leste,40 m² construídos1 quarto,"Vila Curuça, São Paulo Zona Leste, São Paulo",1.300
32,leste,105 m² construídos2 quartos,"Vila Ema, São Paulo Zona Leste, São Paulo",1.800
33,leste,100 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",2.500
34,leste,1 quarto,"Rua João Bizarro Da Nave, 357, Vila Diva (zona Leste), São Paulo Zona Leste, São Paulo",750
35,leste,45 m² construídos1 quarto,"Rua Taira, Jardim Norma, São Paulo Zona Leste, São Paulo",650
36,leste,30 m² construídos1 quarto,"Cangaíba, São Paulo Zona Leste, São Paulo",650
37,leste,35 m² construídos1 quarto,"Vila São Geraldo, São Paulo Zona Leste, São Paulo",900
38,leste,30 m² construídos1 quarto,"Parque São Lucas, São Paulo Zona Leste, São Paulo",680
39,leste,90 m² construídos2 quartos,"R Cipó Da Mata, Moóca, São Paulo Zona Leste, São Paulo",1.500
40,leste,343 m² construídos3 quartos,"Itaquera, São Paulo Zona Leste, São Paulo",5.000
41,leste,110 m² construídos3 quartos,"Aricanduva, São Paulo Zona Leste, São Paulo",2.250
42,leste,119 m² construídos3 quartos,"Av. Ibiúna 764, Vila Aricanduva, São Paulo Zona Leste, São Paulo",2.600
43,leste,400 m² construídos4 quartos,"Jardim Nossa Senhora Do Carmo, São Paulo Zona Leste, São Paulo",3.500
44,leste,300 m² construídos3 quartos,"Rua Francisco Zicardi, 497, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",3.950
45,leste,130 m² construídos5 quartos,"Rua Padre Estevão Pernet, 86, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.900
46,leste,430 m² construídos3 quartos,"Rua Vladimir Jorge, 267, Alto Da Mooca, São Paulo Zona Leste, São Paulo",3.600
47,leste,198 m² construídos3 quartos,"Avenida Engenheiro Thomaz Magalhães, 11, Sítio Da Figueira, São Paulo Zona Leste, São Paulo",4.200
0,leste,90 m² construídos2 quartos,"Tatuapé, São Paulo Zona Leste, São Paulo",2.350
1,leste,200 m² construídos3 quartos,"Rua Santa Lúcia, 382, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3.500
2,leste,200 m² construídos3 quartos,"Itaquera, São Paulo Zona Leste, São Paulo",4.500
3,leste,120 m² construídos2 quartos,"Rua Curituba, 4, Parque São Jorge, São Paulo Zona Leste, São Paulo",2.500
4,leste,250 m² construídos3 quartos,"Rua Serra Do Quartel, 181, Vila Carrão, São Paulo Zona Leste, São Paulo",2.500
5,leste,44 m² construídos2 quartos,"Conjunto Habitacional Inácio Monteiro, São Paulo Zona Leste, São Paulo",800
6,leste,346 m² construídos4 quartos,"Itaquera, São Paulo Zona Leste, São Paulo",8.000
7,leste,340 m² construídos3 quartos,"Rua Bom Sucesso, 1378, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",4.500
8,leste,196 m² construídos2 quartos,"Jardim Anália Franco, São Paulo Zona Leste, São Paulo",3.130
9,leste,218 m² construídos3 quartos,"Vila Oratório, São Paulo Zona Leste, São Paulo",4.000
10,leste,300 m² construídos3 quartos,"Tatuapé, São Paulo Zona Leste, São Paulo",3.950
11,leste,232 m² construídos3 quartos,"Vila Formosa, São Paulo Zona Leste, São Paulo",3.000
12,leste,400 m² construídos4 quartos,"Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",3.500
13,leste,160 m² construídos3 quartos,"Tatuapé, São Paulo Zona Leste, São Paulo",4.000
14,leste,150 m² construídos2 quartos,"Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3.500
15,leste,175 m² construídos3 quartos,"Vila Santo Estevão, São Paulo Zona Leste, São Paulo",5.000
16,leste,126 m² construídos,"Tatuapé, São Paulo Zona Leste, São Paulo",5.000
17,leste,68 m² totais2 quartos,"Rua Coquetá, 359, Vila Ré, São Paulo Zona Leste, São Paulo",1.900
18,leste,240 m² construídos,"Rua Padre Adelino, 2026, Quarta Parada, São Paulo Zona Leste, São Paulo",3.500
19,leste,240 m² construídos2 quartos,"Vila Formosa, São Paulo Zona Leste, São Paulo",4.000
20,leste,120 m² construídos2 quartos,"Engenheiro Goulart, São Paulo Zona Leste, São Paulo",2.300
21,leste,220 m² construídos3 quartos,"Rua Padre José Morschhauser, 1, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4.500
22,leste,120 m² construídos2 quartos,"Rua Antônio Camardo, 78, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.500
23,leste,80 m² construídos2 quartos,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.200
24,leste,300 m² construídos3 quartos,"Rua Francisco Zicardi, 497, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",3.800
25,leste,142 m² construídos1 quarto,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4.300
26,leste,170 m² construídos3 quartos,"Penha, São Paulo Zona Leste, São Paulo",4.250
27,leste,310 m² construídos5 quartos,"Jardim Matarazzo, São Paulo Zona Leste, São Paulo",4.200
28,leste,320 m² construídos2 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",3.500
29,leste,72 m² construídos2 quartos,"Vila Matilde, São Paulo Zona Leste, São Paulo",1.800
30,leste,222 m² construídos3 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4.500
31,leste,350 m² construídos3 quartos,"Rua Freire De Andrade, 108, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",4.200
32,leste,130 m² construídos,"Rua Cantagalo, 73, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.300
33,leste,170 m² construídos4 quartos,"Tatuapé, São Paulo Zona Leste, São Paulo",4.600
34,leste,120 m² construídos,"Tatuapé, São Paulo Zona Leste, São Paulo",3.500
35,leste,170 m² construídos3 quartos,"Rua Agostinho Da Mota, 3, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",3.500
36,leste,180 m² construídos2 quartos,"Rua Choneco, 17, Vila Ré, São Paulo Zona Leste, São Paulo",4.000
37,leste,200 m² construídos3 quartos,"Jardim Nossa Senhora Do Carmo, São Paulo Zona Leste, São Paulo",3.500
38,leste,1 quarto,"Serra De São Domingos, Vila Carmosina, São Paulo Zona Leste, São Paulo",900
39,leste,100 m² construídos3 quartos,"Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",1.800
40,leste,60 m² construídos2 quartos,"Cangaíba, São Paulo Zona Leste, São Paulo",1.600
41,leste,10 m² construídos1 quarto,"Dr. Arnaldo De Moraes, Cangaíba, São Paulo Zona Leste, São Paulo",650
42,leste,35 m² construídos1 quarto,"Penha De Franca, São Paulo Zona Leste, São Paulo",750
43,leste,50 m² construídos1 quarto,"Rua General Sousa Neto, Vila Aricanduva, São Paulo Zona Leste, São Paulo",800
44,leste,295 m² construídos5 quartos,"Avenida Paes De Barros, 514, Moóca, São Paulo Zona Leste, São Paulo",9.800
45,leste,75 m² construídos2 quartos,"Jardim Marabá, São Paulo Zona Leste, São Paulo",1.100
46,leste,80 m² construídos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.500
47,leste,180 m² construídos2 quartos,"Jardim Avelino, São Paulo Zona Leste, São Paulo",2.800
0,leste,180 m² construídos,"Tatuapé, São Paulo Zona Leste, São Paulo",4.800
1,leste,60 m² construídos2 quartos,"Vila Guilhermina, São Paulo Zona Leste, São Paulo",1.800
2,leste,110 m² construídos2 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.300
3,leste,200 m² construídos3 quartos,"Rua São Bernardo, 64, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3.000
4,leste,35 m² construídos1 quarto,"Rua Conselheiro Cotegipe, 630, Belenzinho, São Paulo Zona Leste, São Paulo",1.050
5,leste,35 m² construídos1 quarto,"Rua Conselheiro Cotegipe, 630, Belenzinho, São Paulo Zona Leste, São Paulo",1.050
6,leste,110 m² construídos2 quartos,"Rua Pascoal Moreira, 418, Alto Da Mooca, São Paulo Zona Leste, São Paulo",3.200
7,leste,62 m² construídos2 quartos,"Vila Rio Branco, São Paulo Zona Leste, São Paulo",1.700
8,leste,82 m² construídos1 quarto,"Tatuapé, São Paulo Zona Leste, São Paulo",1.850
